ID	Q	A	I	R	P	N	O
17791	0	0	0	0	5	0	0
7060	0	0	0	1	4	0	0
17951	0	0	0	0	5	0	0
18311	0	0	0	0	4	0	2
2381	1	1	2	0	0	0	2
4171	2	0	3	0	0	0	0
1330	0	5	0	0	0	0	0
1440	0	0	0	0	5	0	0
1510	0	0	0	0	5	0	0
1650	0	0	0	0	5	0	0
1900	0	0	0	0	5	0	1
4261	0	2	1	0	2	0	1
1320	0	1	0	2	1	0	1
4271	5	0	1	0	0	0	0
1150	0	2	0	3	0	0	0
1730	0	0	0	0	5	0	0
1920	0	3	0	2	1	0	0
4080	1	4	0	0	0	0	0
4321	0	4	0	0	2	0	0
1160	0	0	0	0	5	0	0
4681	0	0	0	0	5	0	0
1310	0	4	0	1	1	0	0
1560	0	0	0	0	4	0	0
4701	0	0	0	0	5	0	0
4961	0	0	0	0	5	0	0
5011	0	0	0	0	5	0	0
5521	0	1	0	0	3	1	0
5771	0	0	0	0	5	0	0
5791	0	0	0	0	5	0	0
5901	0	0	0	0	5	0	0
6011	0	0	0	0	5	0	0
6191	0	0	0	0	4	0	1
6371	0	0	0	0	5	0	0
7791	0	0	0	0	5	0	0
2480	0	0	0	0	5	0	0
8021	0	0	0	0	5	0	0
8521	5	0	0	0	2	0	0
8611	0	2	0	2	2	0	0
9251	4	1	0	0	0	0	0
9271	0	3	0	2	3	0	0
14741	1	0	2	0	2	0	1
14801	0	0	0	0	4	0	1
14841	0	1	0	1	4	0	1
15321	0	1	0	0	2	1	1
15601	0	0	0	0	4	0	1
16841	0	0	1	1	3	1	1
19171	0	1	2	2	0	0	0
291	0	0	0	0	0	0	5
341	4	0	0	0	1	0	1
30	0	0	0	0	4	0	1
40	5	0	1	0	0	0	1
431	0	1	0	0	2	0	2
441	0	2	0	1	3	0	0
801	0	1	0	1	2	0	2
1051	3	0	0	0	1	0	0
3691	0	0	0	0	3	0	2
7381	0	0	0	0	2	0	3
5951	5	0	0	0	0	0	1
6151	0	4	0	1	0	0	0
11911	2	2	1	0	1	0	0
17231	2	0	2	1	0	0	0
17261	0	1	2	1	3	0	0
17271	0	2	1	1	0	0	2
17301	2	0	2	0	1	0	1
17461	2	0	2	0	3	0	0
17491	0	1	0	0	3	1	0
17591	0	0	0	4	2	0	0
2171	0	0	0	0	0	0	5
2691	0	3	0	1	0	1	0
800	0	5	0	0	0	0	0
2711	0	3	0	0	1	0	1
2771	0	4	0	1	1	1	0
9211	0	1	1	0	0	1	2
9481	0	1	0	0	4	1	0
9541	0	1	0	1	2	2	0
9681	0	0	0	0	5	0	0
4250	0	0	0	0	4	0	1
9701	1	1	0	0	5	0	0
3450	0	5	0	0	0	0	0
9881	0	2	0	0	4	0	0
9901	1	0	0	0	4	0	1
10981	0	3	0	0	0	2	0
4750	0	1	1	0	4	0	1
11171	0	1	0	1	0	0	3
11231	0	0	0	0	5	0	0
11281	0	2	0	0	4	1	0
12641	0	3	0	0	1	0	2
14681	0	0	0	0	5	0	0
19081	0	2	0	0	1	0	2
20141	0	3	0	1	3	0	0
20201	2	1	0	0	2	0	1
20351	4	1	0	0	1	0	0
7610	0	5	0	0	0	0	0
7620	0	0	0	0	4	0	1
7680	0	0	0	0	3	0	2
20521	0	1	0	0	2	1	1
281	3	0	0	0	0	0	2
941	0	1	0	0	2	0	2
971	0	4	0	0	0	0	0
2141	0	2	0	0	3	0	1
4851	2	2	0	0	1	0	0
8111	0	0	0	0	3	0	2
8131	0	0	0	0	2	0	3
5931	1	2	1	0	0	0	1
6121	5	0	0	0	0	0	0
1940	0	1	0	0	4	0	0
7031	5	0	0	0	0	0	0
8261	0	4	0	1	0	0	0
2630	0	0	0	0	5	0	0
2650	1	2	0	0	3	0	1
8401	0	0	0	0	5	0	0
11901	5	0	0	0	0	0	0
14021	0	4	0	0	1	0	0
14421	0	0	0	0	5	0	0
17211	5	0	0	0	0	0	0
17241	0	5	0	0	0	0	0
17251	0	5	0	0	0	0	0
7050	0	0	0	0	5	0	0
17281	1	1	0	0	4	0	0
17411	0	2	0	0	3	0	0
17541	1	0	3	0	0	1	0
6990	0	5	0	1	0	0	0
7000	0	0	0	0	4	0	0
17601	0	4	1	2	2	0	0
17861	1	2	0	1	0	0	0
17911	1	3	0	0	2	0	0
18021	1	2	1	0	4	1	0
18041	1	2	0	2	0	0	0
18081	1	2	0	0	1	1	1
18281	0	3	0	0	2	0	0
7190	0	0	0	0	5	0	0
18291	0	2	0	0	3	0	0
2051	5	0	0	0	0	0	0
2281	0	4	0	0	2	0	0
1810	1	2	0	1	3	0	0
2180	1	4	0	0	0	0	0
2961	1	2	0	0	0	0	2
1820	0	4	0	0	2	1	0
3211	5	0	0	1	1	0	0
3301	1	3	0	0	0	0	1
1830	0	3	0	1	3	0	0
3741	0	3	1	0	1	0	0
1760	3	0	0	0	2	0	0
1790	0	2	1	0	1	1	0
4041	0	4	0	0	1	0	0
4051	4	0	1	0	3	0	0
1800	0	3	0	0	0	0	2
4091	1	2	1	0	0	4	0
4391	0	1	2	0	0	2	0
4421	0	2	0	1	3	0	0
4981	0	1	1	0	1	0	2
5071	0	2	0	1	3	0	0
1840	0	3	0	0	3	0	0
5851	0	0	0	0	2	0	3
1960	0	0	0	1	5	0	0
6201	0	1	0	0	3	0	1
1850	0	4	0	1	0	0	0
1930	0	0	0	0	5	0	0
1950	0	1	0	0	3	0	1
6381	0	1	0	0	4	0	1
2150	0	2	0	0	5	1	0
9081	5	0	2	0	0	0	0
9291	0	5	0	0	0	0	0
3120	2	2	0	0	0	1	0
3170	3	0	2	0	0	0	0
3180	0	5	0	0	0	0	0
3190	0	0	2	0	1	2	0
3210	1	1	0	0	4	0	0
9331	0	0	3	0	3	0	0
3290	0	5	0	0	0	0	0
3350	0	0	2	0	3	0	0
3440	0	0	0	0	5	0	0
9371	0	4	0	1	0	0	0
3700	0	4	0	2	0	0	0
9561	3	2	0	0	1	0	0
9611	5	0	1	0	0	0	0
9671	5	0	1	0	0	0	0
3260	0	5	0	0	0	0	0
3360	4	0	0	0	0	1	0
9741	1	1	1	0	1	1	0
3370	3	0	2	0	0	0	0
3390	0	5	0	0	0	0	0
3410	5	0	0	0	0	1	0
3420	0	5	0	0	0	0	0
3430	0	0	0	0	4	0	1
3470	0	0	0	0	5	0	0
9841	4	1	0	0	0	0	0
3520	0	5	0	1	0	0	0
3620	0	4	0	1	0	0	0
9911	4	0	0	0	1	0	0
3600	1	4	0	0	0	0	0
3610	0	0	0	0	5	0	0
9981	0	5	0	0	0	0	0
3730	3	0	1	0	0	4	0
3750	3	1	0	0	2	0	0
9991	0	1	2	0	1	2	0
10171	4	0	0	0	0	0	1
10431	5	0	0	0	1	0	0
3810	0	4	0	0	1	0	0
3830	0	4	0	1	0	0	0
10591	1	0	0	0	1	1	2
10611	0	2	1	0	2	0	0
14651	5	0	0	0	0	0	0
14661	0	0	2	0	5	0	0
14701	0	4	0	1	3	0	0
14811	0	1	1	0	1	1	1
14821	4	0	0	0	0	1	0
14831	0	4	0	0	0	0	1
19071	5	0	0	0	0	0	0
19121	0	5	0	0	0	0	0
19701	0	1	0	0	3	0	1
19771	0	0	2	1	4	1	0
20731	0	5	0	0	0	0	0
21101	0	1	3	0	1	0	0
7870	1	2	0	0	3	0	0
271	4	0	0	0	0	0	1
361	0	3	0	0	1	0	1
401	0	3	0	0	3	0	0
821	0	2	0	0	3	0	0
1251	0	1	0	0	4	0	0
830	0	0	0	0	4	0	1
1590	0	1	0	0	3	0	2
3501	0	1	0	0	3	0	1
870	0	1	0	0	1	0	3
5641	0	0	0	0	4	0	1
9871	0	1	0	0	1	0	3
5970	0	2	0	0	2	1	1
11211	0	1	0	0	2	0	3
12991	0	0	0	0	4	0	1
13411	0	2	0	0	2	0	1
13761	0	2	0	0	3	0	0
13781	0	1	0	0	1	0	3
14481	0	1	0	0	2	0	2
5921	2	2	0	0	0	0	3
6131	0	2	0	0	3	0	0
11881	5	0	0	0	0	0	0
11891	1	4	0	0	0	0	0
12651	0	4	0	1	0	2	0
5070	4	0	0	0	3	0	0
5410	0	5	0	0	0	1	0
5540	0	2	0	0	1	2	1
12831	0	4	0	1	0	0	0
5200	1	2	1	1	0	2	0
5220	0	3	0	0	4	0	0
13171	0	3	0	1	0	1	0
5210	0	3	0	0	0	2	0
5230	1	4	0	0	1	0	0
5910	5	0	0	0	0	0	0
5920	1	4	0	0	1	0	0
17161	2	0	3	0	0	0	0
2041	0	0	0	0	2	0	3
2431	0	1	0	0	0	0	4
2761	4	0	0	0	2	0	1
2821	0	1	0	0	3	0	2
3121	0	2	0	0	2	0	1
3521	0	0	0	0	1	1	3
3591	0	1	0	0	0	0	4
3651	3	1	0	0	0	0	1
3661	0	3	0	0	1	0	1
3751	0	1	0	0	3	0	1
3771	0	1	0	0	3	0	1
960	0	2	0	0	3	0	0
2080	0	1	0	0	2	0	2
3821	0	0	0	0	1	1	4
4121	3	3	1	0	0	0	1
4501	0	0	0	0	2	0	2
5631	0	3	0	1	0	0	1
6361	0	1	0	0	1	0	3
6611	0	0	0	0	2	0	3
9061	4	0	1	1	0	0	0
9101	0	4	0	2	0	0	0
2940	0	5	0	0	0	0	0
2960	0	0	0	1	4	0	0
14631	1	0	4	0	0	0	0
16741	0	0	0	0	5	0	0
18981	5	0	0	0	0	0	0
19871	0	4	0	0	0	0	1
7500	1	5	0	0	0	0	0
7540	4	1	0	0	0	0	0
7550	0	4	0	0	4	0	0
20031	0	4	0	0	0	1	0
7570	0	0	1	1	4	0	0
20421	0	4	0	0	0	0	1
241	3	0	2	0	0	0	0
411	0	3	0	1	1	0	0
60	0	0	0	0	5	0	0
70	0	0	0	1	4	0	0
80	0	0	0	0	4	0	1
861	0	4	0	0	1	0	0
6620	0	0	0	0	5	0	0
15851	0	0	0	0	5	0	0
5781	0	0	0	0	0	0	5
9651	0	0	0	0	0	0	5
13031	0	0	0	0	0	0	5
15571	0	1	0	0	1	0	3
16911	0	0	0	0	0	0	5
18141	0	0	0	0	1	0	4
19031	0	1	1	0	0	0	2
20711	0	0	0	0	0	0	5
11851	0	0	0	0	4	0	1
17111	0	1	3	1	1	0	0
17141	0	0	0	0	5	0	0
17631	0	0	0	2	0	0	3
17851	0	1	0	1	4	0	0
2021	0	0	5	0	0	0	0
9021	4	0	0	0	0	1	0
9041	2	1	0	0	1	0	1
3220	0	0	0	0	5	0	0
3380	2	0	3	0	0	0	0
9621	4	0	2	0	1	0	0
13661	0	4	0	0	1	0	0
14501	1	0	4	0	0	0	0
18961	0	0	0	0	1	0	4
19141	0	1	0	0	3	1	0
231	0	0	0	0	1	0	4
501	0	1	0	0	2	0	2
771	0	1	0	0	2	0	2
5751	0	1	0	0	0	0	4
11801	2	0	5	0	0	0	0
11811	0	5	0	0	0	0	0
4230	1	0	2	0	3	1	0
11821	0	0	5	0	0	0	0
4710	0	0	0	0	3	0	2
12211	0	3	0	2	0	0	0
5180	0	0	0	0	4	0	1
5610	1	0	4	1	0	0	0
12661	2	0	4	1	0	0	0
17031	5	0	0	0	0	0	0
17061	0	5	0	1	0	0	0
6870	1	4	0	0	0	0	0
2011	0	3	0	0	0	0	3
8981	0	0	3	0	1	1	1
9141	1	0	4	0	0	0	0
9431	4	1	0	0	4	0	0
14491	4	0	1	0	0	0	0
14611	0	0	0	0	4	0	1
14691	0	4	0	1	1	0	0
6050	3	1	3	1	0	0	0
6130	0	1	1	3	2	0	0
6150	0	5	0	0	0	0	1
14981	3	1	4	0	0	0	0
6190	0	2	0	3	1	0	0
15011	0	3	0	1	2	0	0
6610	0	0	0	0	5	0	0
15361	0	0	0	1	4	0	0
18941	5	0	0	0	0	0	0
221	1	0	3	0	1	0	0
331	0	4	0	2	2	0	0
471	0	0	1	1	3	0	1
1801	0	3	0	0	2	0	1
2101	0	0	0	3	2	0	0
740	0	0	0	1	3	0	0
3681	0	0	0	0	5	0	0
5741	5	0	0	0	0	0	0
5911	1	3	0	1	1	0	0
6251	1	1	0	0	5	0	0
6281	0	0	0	0	5	0	0
6411	5	0	0	0	2	0	0
6561	0	4	0	1	1	0	0
11091	1	1	1	0	2	0	0
12291	1	1	4	0	0	0	0
4890	0	2	0	3	0	1	0
11791	4	0	1	0	1	0	0
11841	3	0	2	0	1	0	0
4340	2	3	4	0	0	1	0
11921	0	4	0	0	0	1	0
4330	0	1	0	1	0	5	0
4410	1	2	0	1	1	1	0
4450	0	4	1	0	0	2	0
4470	0	2	1	0	2	0	0
12131	0	3	0	1	1	0	0
12151	2	4	0	1	0	0	1
4590	1	4	0	0	0	0	0
12421	0	4	0	0	3	0	0
4740	3	0	0	0	3	0	0
4960	0	3	0	0	2	0	0
12781	0	1	1	1	2	0	0
5040	0	2	3	0	1	0	0
17011	0	0	5	0	0	0	0
17081	0	2	1	2	0	0	0
1981	0	0	5	1	1	0	0
8931	0	0	5	0	0	0	0
8941	0	0	2	0	4	0	0
8971	0	0	5	0	2	0	0
9051	0	0	4	0	1	0	0
3080	0	0	2	1	2	0	1
9301	0	0	4	0	2	0	0
9311	0	0	0	4	2	0	0
3110	0	3	1	3	0	0	1
3130	0	1	4	0	0	0	0
14461	5	0	0	0	0	0	0
14471	1	1	0	2	3	0	0
14551	0	4	0	1	0	0	0
14781	1	5	1	1	0	0	0
15621	0	2	0	0	2	0	2
6590	0	0	0	0	5	0	0
15671	5	0	0	0	0	0	0
15941	0	3	0	0	1	0	1
16381	4	2	0	0	0	0	0
16411	0	4	0	0	1	0	0
18931	2	0	4	0	0	0	0
19051	0	0	0	0	5	0	0
21111	0	2	3	0	4	0	0
21321	0	0	1	0	4	0	0
191	2	1	1	0	1	0	0
391	0	3	0	1	0	1	0
50	0	1	0	1	3	0	0
481	0	0	0	0	5	0	0
621	0	2	0	4	1	0	0
330	0	0	0	0	5	0	1
631	2	2	1	1	1	0	0
360	0	1	0	0	4	0	0
671	0	2	1	0	3	0	0
921	0	2	1	1	1	0	0
961	0	3	0	2	0	0	0
340	0	0	0	0	5	0	0
5671	0	0	0	0	1	0	4
11761	0	2	0	0	0	0	3
16881	4	0	0	0	0	0	1
1871	0	0	0	0	2	0	3
2061	0	0	0	0	4	0	1
750	0	0	0	0	4	0	1
2860	5	0	0	0	2	0	0
2111	3	0	0	0	1	0	1
760	0	3	0	0	1	0	1
2581	0	2	0	0	3	0	0
2681	1	1	0	0	4	0	0
770	0	0	0	0	5	0	0
2721	0	0	0	0	3	0	2
2751	0	1	0	0	1	0	3
780	0	0	0	0	5	0	0
2811	0	1	0	0	2	0	2
2831	0	0	0	0	4	0	1
1230	3	0	0	0	1	0	1
2851	1	1	0	0	2	0	1
2861	0	2	0	0	3	0	1
3111	0	2	0	0	2	0	1
3171	0	0	0	0	5	0	0
3541	0	0	0	0	2	0	3
3631	0	2	0	0	1	0	2
3731	0	0	0	0	4	0	1
3871	0	0	0	0	2	0	3
3901	0	1	0	0	1	0	3
1010	4	1	0	0	0	0	0
1090	0	5	0	0	0	0	0
1100	0	0	0	0	2	0	3
1130	0	3	0	0	1	0	1
1170	0	4	0	0	1	0	1
1690	0	3	0	0	2	0	0
4021	0	2	0	0	1	0	3
4201	0	0	0	0	2	0	3
4241	0	0	0	0	2	0	3
1140	0	0	0	0	1	0	4
4371	0	0	0	0	3	0	2
1180	3	0	0	0	1	0	2
4401	0	0	0	0	1	0	4
4671	0	1	0	0	2	0	2
4691	0	0	0	0	2	0	3
4721	0	0	0	0	1	0	4
4741	0	0	0	0	2	0	4
2850	3	0	0	0	1	0	2
2890	0	4	0	0	0	0	0
4821	0	0	0	0	2	0	3
4881	0	0	0	0	0	0	5
1470	0	0	0	0	4	0	1
5021	0	1	0	0	2	0	2
1410	0	0	1	0	3	0	1
5101	0	1	0	0	3	0	2
5221	0	0	0	1	0	0	4
5281	0	1	0	0	3	0	1
5591	0	0	0	0	2	0	3
5801	0	1	0	0	3	0	2
5821	0	1	0	0	4	0	0
5881	0	0	0	0	4	0	1
1910	0	1	0	0	2	0	3
5891	0	1	0	0	1	0	3
5941	0	1	0	0	2	0	2
6181	1	0	0	0	2	0	2
6231	0	1	0	0	2	0	2
6531	0	1	0	0	2	0	2
8861	5	0	0	0	0	0	0
9001	0	3	2	1	0	0	0
9091	0	5	0	0	0	0	0
9121	1	4	0	0	0	0	1
10451	3	5	0	0	0	0	0
10491	0	4	0	1	1	0	0
14401	4	0	0	0	0	0	0
15231	0	5	0	0	0	0	0
6480	2	0	0	0	3	0	0
18911	5	0	1	0	0	0	0
19061	0	0	3	0	4	0	0
19131	4	0	2	0	1	0	0
181	0	1	0	1	0	1	2
251	1	0	0	0	2	0	2
311	0	0	1	0	2	2	1
371	0	3	0	0	3	1	0
240	0	0	0	0	1	3	1
991	0	2	1	1	0	0	1
250	0	0	0	0	2	1	2
1021	0	3	0	0	1	0	1
260	0	1	0	0	0	4	0
1331	0	3	0	0	1	0	1
270	0	0	0	0	5	0	0
1611	0	5	0	0	0	0	0
5621	3	0	2	0	0	0	0
6811	2	2	0	1	1	0	0
2160	3	0	0	0	4	0	0
2170	0	4	0	0	0	0	1
2360	0	0	0	0	5	0	0
6911	0	1	0	0	4	0	1
6941	0	0	0	0	3	0	2
6951	0	1	0	0	4	0	0
6961	4	1	0	0	0	0	1
6971	0	3	0	0	3	0	0
6981	0	0	0	0	1	0	4
2220	2	0	1	0	0	0	2
7751	0	0	0	0	5	0	0
7871	0	3	0	1	1	0	0
11421	0	1	0	0	0	0	4
11431	5	1	0	0	0	0	0
4160	0	5	0	0	0	0	0
11441	1	3	0	0	1	0	1
4180	0	5	0	0	0	0	0
4240	0	4	0	0	0	0	1
4440	1	4	1	1	1	0	1
4460	0	4	0	0	0	0	1
4480	5	0	0	0	0	0	0
4510	0	4	0	0	1	0	0
4690	0	3	0	0	1	0	1
11451	0	5	0	0	0	0	0
11461	1	1	1	0	0	0	2
4210	0	3	0	0	1	0	1
4520	0	4	0	0	0	0	1
5500	0	3	0	0	0	0	2
11471	0	4	0	0	1	0	0
11481	1	1	0	0	1	0	2
4220	0	5	0	0	0	0	0
4550	0	4	0	0	0	0	1
5510	0	4	0	0	0	0	1
11491	0	5	0	1	2	0	0
11511	0	1	0	0	0	0	4
4370	0	3	0	0	0	0	2
4570	0	3	0	0	1	0	1
11531	1	4	0	1	0	0	1
4380	0	3	0	0	1	0	1
4610	0	1	1	0	2	0	2
11541	0	3	0	0	0	0	2
4620	0	3	0	0	1	0	1
11551	1	2	0	0	0	0	3
4400	0	3	1	1	0	0	0
4630	0	3	0	1	0	0	1
11561	0	4	0	1	0	0	0
4390	0	4	0	0	1	0	0
4640	0	3	0	0	1	0	1
11571	4	0	0	0	0	0	1
12251	1	0	1	0	0	4	0
4680	0	3	0	3	0	0	0
4910	0	4	2	0	1	0	0
4970	0	1	1	1	3	0	1
5100	0	1	1	3	1	1	0
5110	0	0	1	1	4	0	0
5600	4	1	1	0	1	0	0
16671	4	0	0	0	0	0	0
16711	0	5	0	0	0	0	0
16981	0	5	0	0	0	0	0
6910	0	0	0	0	5	0	0
6970	0	4	0	0	1	0	0
17221	0	5	0	0	0	0	0
17401	0	5	0	0	0	0	0
1841	1	1	1	0	0	0	2
1971	0	1	0	0	1	1	2
2001	2	1	0	0	1	0	1
2131	0	2	0	0	3	0	0
2191	1	1	0	0	4	0	0
2641	0	2	0	0	2	0	1
3811	0	1	0	0	1	0	3
3921	0	1	0	0	3	0	1
4151	3	1	0	0	3	0	0
7361	5	0	0	0	1	0	0
15731	1	3	0	0	2	0	0
15891	0	2	0	0	3	0	1
15901	1	2	0	0	3	0	1
8851	5	0	0	0	0	0	0
9171	0	5	0	0	0	0	0
4070	0	0	0	0	2	0	3
9231	5	0	0	0	2	0	0
14381	5	0	0	0	0	0	0
14531	3	0	1	0	2	0	0
14571	0	4	0	1	0	0	0
15101	1	1	0	0	1	0	2
18821	5	0	0	0	0	0	0
19281	0	5	0	0	0	0	0
161	3	0	4	0	0	0	0
5571	0	1	0	0	1	0	3
11411	4	0	2	0	0	0	0
11731	1	4	0	1	0	0	0
4320	1	0	0	0	4	0	1
16641	0	0	0	1	0	0	4
16781	0	0	0	0	5	0	0
16901	0	2	0	1	0	1	1
17761	0	0	1	0	3	0	1
7140	0	3	0	0	0	1	1
1771	1	3	0	0	0	0	1
1831	0	3	0	1	1	0	0
510	0	2	0	1	3	0	0
640	0	1	0	0	4	0	0
8731	3	0	2	0	0	0	0
8781	0	3	0	2	0	0	0
8791	0	4	0	1	0	0	0
14371	4	0	1	0	1	0	0
18801	0	0	0	0	1	0	4
19161	0	4	0	0	2	0	0
19241	0	2	0	0	1	0	2
19271	0	1	0	1	1	1	2
20791	0	1	0	0	3	0	1
151	5	0	0	0	0	0	0
871	0	5	0	0	0	0	0
881	0	3	0	0	0	0	2
3711	0	4	0	0	2	0	0
5531	2	0	0	0	2	0	1
11331	3	2	0	0	0	0	0
11351	0	5	0	0	0	0	0
4350	0	2	1	0	0	3	0
4360	1	0	2	1	0	0	1
4780	1	3	1	0	4	0	0
4820	0	5	0	0	0	0	0
4830	0	5	0	0	0	0	0
4850	0	1	0	0	5	0	0
11361	2	3	0	0	2	0	0
4840	0	1	0	0	5	0	0
11401	3	1	0	0	2	0	1
11581	0	4	0	0	1	0	0
11601	3	1	1	0	4	0	0
11631	0	4	1	0	0	1	0
11641	1	4	1	0	0	1	0
4800	0	0	0	0	3	1	0
11671	0	3	0	1	1	0	0
11691	5	1	0	0	2	0	0
11711	0	5	0	0	0	0	0
12481	2	1	0	0	3	1	0
12521	1	4	0	0	0	0	0
13231	2	1	1	0	1	0	0
13531	4	1	0	0	0	0	0
5450	0	2	1	0	1	0	1
13541	0	5	0	0	0	0	0
5460	4	1	0	0	0	0	0
13561	0	0	0	0	4	0	1
5530	0	1	0	0	4	0	0
5550	2	0	2	0	0	2	1
5640	0	4	1	0	0	0	0
5850	1	0	2	0	1	1	0
16631	1	0	4	0	0	0	0
1751	0	0	5	0	0	0	0
4931	0	0	1	5	0	0	0
8651	5	0	1	0	0	0	0
10141	3	2	1	0	0	0	0
14361	0	3	1	0	0	1	1
15391	0	2	0	2	0	0	1
18791	0	1	0	0	0	0	4
141	3	0	1	0	0	0	1
451	2	0	0	0	3	0	0
130	0	2	0	1	4	0	0
180	0	4	1	0	0	0	0
1221	0	5	0	0	0	0	0
5481	5	0	0	0	0	0	1
5511	1	2	0	0	0	0	4
5871	1	2	1	0	2	0	1
6041	0	0	0	0	3	0	3
6301	0	1	0	0	2	0	2
6521	0	0	0	0	3	0	2
11271	0	0	5	0	0	0	0
16601	5	0	2	0	0	0	0
16961	0	1	0	1	4	0	0
16971	5	0	0	0	2	0	0
16991	4	0	2	0	1	0	0
17041	0	2	2	2	2	0	0
6850	0	5	0	0	0	0	0
17101	1	1	1	0	2	0	0
17561	2	0	0	0	4	0	0
1731	0	1	0	0	1	0	3
8561	5	0	0	0	0	0	0
8901	0	4	0	0	0	0	1
8991	1	1	0	1	3	0	1
14351	2	0	3	0	0	1	0
14431	0	0	0	0	4	0	1
14721	0	3	0	0	1	1	0
6640	0	2	0	0	0	3	0
6660	0	0	0	0	2	3	1
14861	0	5	0	0	0	0	0
6650	0	3	1	0	3	0	0
14871	0	0	0	0	3	1	1
14921	0	1	0	0	3	1	1
6170	2	1	0	0	1	0	1
15551	4	0	1	0	2	0	0
6500	0	4	0	0	2	0	0
6570	0	4	1	0	0	1	0
6600	0	0	0	0	4	0	0
15811	0	4	0	1	0	0	0
18671	3	0	2	0	1	0	1
18681	1	4	0	0	0	0	0
18691	0	3	1	2	0	0	0
18921	0	1	1	0	3	0	1
131	0	0	5	0	0	0	0
2071	0	0	0	4	1	0	0
2881	0	0	4	0	2	0	0
3791	0	0	2	4	0	0	0
4521	5	0	0	0	0	0	0
1210	0	0	0	4	3	0	0
5471	5	0	0	0	0	0	0
5661	0	5	0	0	0	0	0
1600	0	0	0	0	3	0	2
5701	0	0	0	0	5	0	0
5761	2	0	0	0	3	0	0
11221	4	1	0	0	0	0	0
11301	0	3	0	0	1	1	1
11381	0	3	0	0	2	0	1
4120	4	0	0	0	3	0	0
4150	1	4	0	0	0	0	0
16571	3	0	2	0	0	0	0
16751	0	0	4	0	1	0	0
1691	0	0	0	0	0	0	5
1861	0	1	0	0	3	0	1
610	0	0	0	0	3	0	3
6260	4	1	0	0	0	0	0
6630	5	0	0	0	0	0	0
1911	0	0	0	0	2	0	2
1961	0	0	0	0	3	0	2
600	0	1	1	1	4	0	0
2601	0	1	0	0	2	0	2
8091	0	0	0	0	2	0	3
2620	0	2	0	0	5	0	0
2760	1	0	0	1	4	0	0
5560	0	3	0	1	2	0	0
8681	0	2	0	1	2	0	1
8411	1	0	3	0	1	0	0
8451	0	0	4	0	2	1	0
8551	1	0	1	2	1	0	0
8581	0	0	2	0	3	0	0
9461	0	0	3	0	2	1	0
14271	5	0	2	0	0	0	0
14791	0	3	1	0	1	0	1
6110	0	3	1	1	0	1	0
6120	0	4	0	1	1	0	0
6140	0	1	0	0	3	3	0
14971	0	1	1	1	2	0	1
18661	0	0	5	0	0	0	0
18701	0	0	2	1	3	0	0
18721	0	1	0	5	3	0	0
18861	0	0	1	1	5	0	0
18881	0	2	1	1	1	0	0
18891	0	0	0	5	1	0	0
18951	0	0	0	5	0	0	0
121	3	0	1	0	1	0	0
171	0	2	1	2	2	0	0
10	1	1	0	0	2	2	0
150	1	1	3	0	2	2	0
170	0	3	0	0	0	1	1
670	0	2	1	1	1	0	0
2250	0	2	0	2	2	0	0
2300	0	0	0	2	2	0	1
201	3	0	2	0	1	0	0
20	1	5	0	0	0	0	0
220	0	0	0	0	5	0	0
430	0	2	0	0	0	1	3
480	0	0	0	0	4	1	0
650	0	3	0	0	1	0	1
2330	0	5	0	0	0	1	0
211	1	0	4	0	0	0	0
261	0	4	0	0	0	0	1
321	0	3	0	3	1	0	0
351	0	5	0	0	0	0	0
90	0	0	0	0	4	0	1
1321	0	2	0	4	1	0	0
2801	0	0	0	0	1	2	2
1750	0	0	0	0	4	1	0
2230	1	0	0	0	4	0	0
2320	0	0	0	0	5	0	0
2420	0	2	0	0	3	0	0
5991	0	1	0	0	3	0	1
7081	0	1	0	0	3	0	1
7111	0	0	0	0	4	0	1
2140	0	0	0	0	5	0	0
7581	0	0	0	0	5	0	0
2290	0	1	0	0	1	1	2
2350	0	2	2	0	0	0	1
7711	1	2	0	0	0	0	2
2390	0	0	0	0	2	1	3
8921	0	0	2	0	0	2	1
2910	0	0	0	1	3	2	0
9031	0	1	0	0	2	1	1
5451	3	0	1	0	1	0	1
5611	0	1	0	0	4	0	0
5651	1	1	0	0	3	0	0
1870	0	0	0	0	4	0	1
5831	0	3	0	1	1	0	0
5841	0	2	0	0	1	1	1
6161	0	1	0	1	4	0	0
6171	0	3	0	0	1	0	1
6571	0	1	0	0	3	0	1
11191	5	0	0	0	0	0	0
11201	0	1	0	3	0	0	1
4100	5	0	0	0	0	0	0
4140	1	4	1	0	0	0	0
4490	0	4	0	0	1	0	0
11371	5	0	0	0	0	0	0
4130	1	3	1	1	0	0	0
4300	0	0	0	0	4	0	0
11591	4	1	0	0	0	0	0
5030	0	5	0	0	1	0	0
5290	0	4	1	0	0	0	0
11611	0	3	0	0	1	0	1
6090	0	0	0	0	5	0	0
11621	1	2	1	1	1	0	0
4420	0	1	1	1	4	1	0
11721	2	1	2	1	0	0	0
5300	0	5	0	0	0	0	0
5330	5	0	0	0	0	0	0
5520	0	0	0	0	5	0	0
5880	1	1	2	0	0	2	0
11741	0	3	0	0	1	0	1
4500	4	1	0	0	0	0	0
11931	5	1	1	0	0	0	0
4280	0	4	0	1	0	0	0
12371	5	0	1	0	0	2	0
4870	0	0	1	0	0	5	0
4880	0	0	3	0	0	2	0
4900	0	0	0	1	1	4	0
